gyroscope-x,gyroscope-y,gyroscope-z,accelorometer-x,accelorometer-y,accelorometer-z,resultant-g,label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-52.35,1.53,3.85,0.51,-0.15,0.72,0.89,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.75,14.12,39.1,0.52,-0.35,0.7,0.94,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-21.53,-18.03,15.28,0.39,-0.53,0.71,0.97,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.26,0.33,-9.95,0.43,-0.55,0.55,0.89,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.11,70.86,-8.99,0.45,-0.57,0.83,1.1,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-124.25,17.99,-42.21,0.25,-0.01,0.61,0.66,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-41.72,1.34,0.07,0.39,1.08,0.74,1.36,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-63.02,15.32,3.98,0.34,0.23,0.38,0.56,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66.19,-20.6,9.5,0.49,0.33,0.58,0.83,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56.4,-32.47,20.31,0.39,0.61,0.7,1.01,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.94,-46.18,15.67,0.43,0.6,0.74,1.04,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.7,3.41,19.6,0.44,-0.61,0.74,1.06,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-28.46,41.1,5.52,0.22,-0.32,0.75,0.85,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.12,-7.73,14.53,0.28,-0.31,0.87,0.96,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-48.93,3.71,-5.48,0.16,-0.11,0.82,0.84,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.43,3.15,-27.21,0.21,0.91,0.77,1.21,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-62.14,10.98,-1.9,0.27,0.34,0.52,0.68,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74.65,-13.04,-6.41,0.32,0.16,0.64,0.73,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.64,-32.11,11.49,0.29,0.72,0.73,1.07,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62.97,-59.29,17.53,0.37,0.57,0.85,1.09,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-72.76,-30.04,-18.09,0.36,-0.53,0.89,1.09,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-23.75,12.6,-8.7,0.37,-0.38,0.79,0.95,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.74,0.32,9.37,0.41,-0.4,0.71,0.92,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-2.59,63.1,17.47,0.38,-0.58,0.74,1.01,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.22,-20.53,16.69,0.23,-0.69,0.78,1.06,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.68,12.79,-3.93,0.32,-0.43,1.16,1.28,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.4,53.23,-12.18,-0.01,0.24,0.83,0.87,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-52.57,-45.97,-56.8,0.19,1.12,0.74,1.35,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-30.36,-8.98,12.73,0.2,0.14,0.64,0.69,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87.75,-1.64,11.24,0.41,0.26,0.85,0.97,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82.64,-60.15,26.35,0.23,0.93,0.76,1.22,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-48.62,-34.11,0.95,0.44,-0.11,1.14,1.23,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4.75,70,-0.91,0.22,-0.33,1.12,1.19,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-8.02,-36.15,-21.78,0.21,-0.5,0.9,1.05,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-25.43,5.91,10.56,0.38,-0.63,0.87,1.14,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.46,-11.55,29.82,0.22,-0.76,0.84,1.15,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.16,8.2,12.21,0.01,-0.53,1.23,1.34,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-94.09,15.28,-13.01,-0.01,-0.04,0.98,0.98,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.91,-27.77,-33.36,0.16,0.6,0.79,1,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-60.85,4.8,-27.03,0.35,0.65,0.65,0.98,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61.87,-31.09,-11.26,0.26,0,0.71,0.75,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.42,-25.23,-22.44,0.23,0.43,0.73,0.88,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59.11,-56.33,-0.58,0.32,0.7,0.77,1.09,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.38,-65,-35.04,0.53,-0.54,1.09,1.33,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.09,48.94,20.24,0.44,-0.19,1,1.11,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-59.06,19.1,-8.51,0.17,-0.36,0.97,1.05,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.46,-2.06,-7.22,0.49,-0.68,1.08,1.36,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.15,23.31,17.45,0.31,-0.59,1.1,1.29,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-70.27,35.16,-21.71,0.19,-0.26,1.08,1.13,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-12.51,3.95,9.62,0.2,0,0.82,0.85,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.06,54.6,-33.87,0.37,0.98,0.76,1.29,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-56.13,53.49,-3.39,0.26,0.32,0.59,0.72,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.18,-80.41,6.11,0.3,0.25,0.71,0.81,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.39,-83.01,-26.23,0.41,0.8,0.86,1.24,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.53,-19.78,-2.9,0.5,0.12,0.94,1.07,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.84,-29.71,-36.37,0.46,-0.52,0.68,0.97,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-29.14,-30.65,22.42,0.5,-0.25,0.74,0.93,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.52,-36.98,31.11,0.59,-0.39,0.55,0.89,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.42,36.5,28.64,0.36,-0.43,0.5,0.75,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.26,-25.44,-27.53,0.29,-0.75,0.72,1.08,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.52,34.29,-1.69,0.43,-0.34,0.86,1.02,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-55.8,51.1,14.45,0.19,0.41,0.86,0.97,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-129.19,30.17,-44.68,0.34,0.96,0.74,1.26,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.44,-12.78,-0.14,0.27,0.02,0.59,0.65,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.36,-27.12,25.8,0.41,0.33,0.71,0.88,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84.76,-62.15,19.37,0.32,0.73,0.74,1.09,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.25,-9.63,18.67,0.46,-0.1,0.95,1.06,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-32.13,34.16,19.62,0.19,-0.31,0.75,0.83,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-10.54,-0.16,17.85,0.11,-0.55,0.75,0.93,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.05,9.66,8.59,0.14,-0.57,0.88,1.06,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-3.35,-5.73,-26.54,0.01,-0.64,0.91,1.12,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.51,12.39,-17.77,0.21,-0.55,0.93,1.1,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67.96,-19.71,29.3,0.37,0.4,0.78,0.95,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-56.67,-11.09,2.61,0.23,-0.23,0.9,0.96,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-8.77,25.85,7.84,0.19,-0.07,0.82,0.84,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-14.27,13.48,0.08,0.11,-0.05,0.85,0.85,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-45.75,-29.58,-3.52,0.15,-0.59,0.92,1.11,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-6.05,-33.72,-2.65,0.23,-0.58,0.75,0.98,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-16.43,8.5,-17.1,0.22,-0.82,0.69,1.09,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.77,34.27,3.71,0.16,-0.09,0.67,0.7,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-68.98,-5.83,-36.47,0.14,0.46,0.77,0.91,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.38,1.64,-70.23,0.42,0.89,0.7,1.21,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.57,-41.54,-14.71,0.3,0.03,0.6,0.67,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.05,-0.39,15.09,0.35,0.31,0.65,0.79,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.65,-50.3,6.82,0.24,0.7,0.73,1.04,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-20.34,-59.14,-30.32,0.42,-0.12,0.85,0.95,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-41.6,-18.97,10.26,0.4,-0.24,0.64,0.79,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-14.69,14.2,24.43,0.32,-0.19,0.63,0.73,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.51,23.76,0.22,-0.5,0.72,0.91,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.73,-8.42,-19.26,0.2,-0.71,0.73,1.04,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78.24,-9,-26.6,0.31,-0.56,0.75,0.99,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-18.77,8.77,-29.44,0.37,-0.27,1,1.1,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-102.72,15.83,6.39,0.27,0.37,0.8,0.92,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-96.61,23.71,-39.93,0.32,0.98,0.73,1.27,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.62,-33.05,-13.63,0.23,0.07,0.59,0.64,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.63,-26.17,14.93,0.36,0.48,0.71,0.93,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.34,-70.46,6.26,0.33,0.76,0.71,1.09,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-32.4,-78.91,-4.49,0.54,-0.48,0.73,1.02,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.14,69.71,57.32,0.39,-0.12,0.73,0.83,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-19.68,80.52,10.68,-0.04,-0.45,0.78,0.9,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.08,-33.67,-7.85,0.04,-0.42,0.95,1.04,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.33,-6.16,-13.4,0.18,-0.61,1.01,1.19,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.78,-48.18,-22.8,0.25,-0.6,0.99,1.18,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-33.69,5.37,-5.25,0.32,-0.26,1.13,1.2,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-95.5,16.61,9.42,0.15,0.5,0.85,0.99,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-90.64,31.48,-57.85,0.43,1.06,0.68,1.33,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65.83,-13.03,-16.98,0.11,0.01,0.65,0.66,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.02,-1.07,4.18,0.28,0.33,0.79,0.9,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.88,-117.44,-40.56,0.19,0.92,0.73,1.19,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.75,-119.35,-18.32,0.58,0.1,0.65,0.88,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-24.47,10.41,72.83,0.33,-0.49,0.65,0.88,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-43.56,43.93,17.79,-0.1,-0.41,0.8,0.91,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-196.58,-168.66,-48.64,-0.31,0.12,0.36,0.49,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-254.63,-257.43,-52.5,-0.2,0.56,-0.14,0.62,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-190.48,-180.63,103.59,-0.67,0.81,0.88,1.37,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-234.34,-65.11,39.38,-1.3,1.27,0.46,1.88,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-173.39,-23.64,47.17,-0.77,1.34,0.62,1.66,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-123.95,34.66,52.9,-0.67,1.61,0.77,1.91,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-91.32,23.03,5.69,-0.71,1.69,0.84,2.02,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-55.67,5.74,39.28,-0.65,1.48,0.91,1.86,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-34.43,6.93,5.07,-0.64,1.51,0.9,1.87,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.89,-20.65,-3.3,-0.64,1.57,0.9,1.92,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-13.03,-2.73,-0.53,-0.08,0.03,0.99,1,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-6.8,1.51,-6.17,-0.13,0.04,0.97,0.98,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-9.67,-4,-1.65,-0.13,0.03,0.98,0.99,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-5.71,7.6,-2.85,-0.14,0.06,0.99,1,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.56,15.79,-38.1,-0.39,-0.3,0.8,0.93,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-12.25,-3,-38.97,-0.37,-0.44,0.94,1.1,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-45.99,-6.34,-31.45,-0.21,-0.26,0.99,1.04,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.2,-59.21,-33.55,0.01,0.05,1.06,1.06,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78.66,-53.34,-72.41,0.4,0.6,1.22,1.41,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.34,-14.63,29.73,0.45,0.18,1.4,1.48,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-32.13,73.76,-1.42,0.06,0.08,1.21,1.21,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-15.52,37.5,5.05,0.31,0.48,1.26,1.39,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-58.36,23.19,37.53,0.06,0.13,1.19,1.2,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.7,-1.83,-7.69,-0.23,-0.29,1.09,1.15,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-23.04,43.94,20.03,-0.05,-0.05,1.28,1.28,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-38.95,11.44,-1.16,-0.31,-0.46,1.09,1.23,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-40.87,13.49,1,-0.36,-0.23,0.76,0.87,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.85,16.03,-46.22,-0.32,-0.44,0.83,0.99,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-28.93,5.63,-32.25,-0.29,-0.66,0.95,1.2,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-14.78,9.96,-3.44,0.03,0.03,1.1,1.1,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.18,-1.41,-24.97,0.21,0.36,1.23,1.3,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-10.25,-48.67,-54.01,0.31,0.36,1.18,1.27,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.37,67.76,-2.54,0.38,0.29,1.12,1.22,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-37.89,24.25,6.96,0.05,0.17,1,1.01,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-14.6,-21.15,16.51,0.33,0.55,1.13,1.3,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-24.46,-50.23,46.04,0.01,-0.01,0.98,0.98,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.33,23.65,-28.28,-0.17,-0.35,0.99,1.06,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.49,52.59,-46.12,-0.18,-0.12,1.06,1.08,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
